,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon,geometry,index_right,objectid,LSOA Code,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person
2882,Pond Place,9500000,House,4277,4,4,4,,London,SW3 6QJ,51.4913552,-0.1709389,POINT (527079.6894171619 178520.1542714383),2758,2759,E01002823,Kensington and Chelsea 014B,Kensington and Chelsea 014B,82608.950143,1418.975995,1.013121546961326,1.0193370165745856,1.007596685082873,1.0048342541436464,1.0013812154696133,1.0096685082872927,1.0055248618784531,1.0296961325966851,1.0255524861878453,1.0476519337016574
2883,Knivet Road,1575000,House,1703,4,4,4, Fulham,London,SW6 1JJ,51.4827778,-0.1989351,POINT (525159.6552861233 177518.1261154586),1834,1835,E01001881,Hammersmith and Fulham 017B,Hammersmith and Fulham 017B,111199.03519,1938.455525,1.011290322580645,1.0204301075268818,1.0129032258064516,1.003763440860215,1.000537634408602,1.0274193548387096,1.0053763440860215,1.0827956989247312,1.0188172043010753,1.0596774193548386
2884,Paget Place,1575000,House,2514,4,4,4,Kingston upon Thames,Surrey,KT2 7HZ,51.42449,-0.2726301,POINT (520195.6059079744 170912.9669276198),2886,2887,E01002952,Kingston upon Thames 002A,Kingston upon Thames 002A,1425161.603964,7243.150464,1.0064553990610328,1.0123239436619718,1.0041079812206573,0.0,1.000586854460094,1.005281690140845,0.0,1.0076291079812207,1.0140845070422535,1.0193661971830985
2885,Wandsworth Road,1350000,House,1900,4,4,4,,London,SW8 3JF,51.4674808,-0.1452429,POINT (528930.7571552279 175910.1267937508),2971,2972,E01003038,Lambeth 013B,Lambeth 013B,130918.332525,2079.166274,1.0063805104408352,1.0162412993039442,1.0052204176334107,1.0005800464037122,1.0005800464037122,1.0063805104408352,1.0034802784222738,1.031322505800464,1.0168213457076567,1.0203016241299303
2886,Hans Crescent,2050000,Flat / Apartment,1003,2,2,2,,London,SW1X 0LJ,51.4992421,-0.1606096,POINT (527774.7106748309 179415.1729061299),2753,2754,E01002818,Kensington and Chelsea 012A,Kensington and Chelsea 012A,187678.379832,2300.293727,1.022823779193206,1.0222929936305734,1.0244161358811041,1.0042462845010616,1.0026539278131634,1.0180467091295118,1.015923566878981,1.2680467091295118,1.2441613588110403,1.0684713375796178
2887,Beaufort Gardens,1999950,Flat / Apartment,802,2,2,2,,London,SW3 1PS,51.4979767,-0.1636429,POINT (527567.7058185937 179269.1694848833),2753,2754,E01002818,Kensington and Chelsea 012A,Kensington and Chelsea 012A,187678.379832,2300.293727,1.022823779193206,1.0222929936305734,1.0244161358811041,1.0042462845010616,1.0026539278131634,1.0180467091295118,1.015923566878981,1.2680467091295118,1.2441613588110403,1.0684713375796178
2888,Pond Street,875000,Flat / Apartment,943,2,2,2,Hampstead,London,NW3 2PS,51.5539432,-0.1651249,POINT (527308.7712174212 185490.3033730547),880,881,E01000898,Camden 008E,Camden 008E,172547.620459,2216.877748,1.0138772077375946,1.0142977291841884,1.0067283431455005,1.0008410428931875,1.0008410428931875,1.0189234650967198,1.0067283431455005,1.1038687973086627,1.0134566862910008,1.075273338940286
2889,Glenburnie Road,1275000,House,1445,3,3,3,,London,SW17 7NE,51.4354287,-0.16513,POINT (527638.7633018689 172311.04029575),4504,4505,E01004618,Wandsworth 032D,Wandsworth 032D,119848.438221,2062.756527,1.0088737201365188,1.004778156996587,1.004778156996587,1.0006825938566553,0.0,1.0034129692832765,1.0006825938566553,1.0109215017064845,1.0122866894197953,1.025938566552901
2890,Barrowgate Road,2850000,House,2833,5,5,5,Chiswick,London,W4 4QU,51.488384,-0.2654203,POINT (520528.5816404037 178030.1027852179),2629,2630,E01002690,Hounslow 007F,Hounslow 007F,183794.635111,2069.06153,1.005540166204986,1.0138504155124655,1.004847645429363,1.0020775623268698,0.0,1.0069252077562327,1.0013850415512466,1.0166204986149585,1.0332409972299168,1.0394736842105263
2891,Bath Road,3500000,House,3775,7,7,7,Bedford Park,London,W4 1LJ,51.4967756,-0.250983,POINT (521508.5998580927 178987.1356067831),2516,2517,E01002573,Hounslow 001C,Hounslow 001C,180883.009656,2532.2223,1.0092531394580304,1.0092531394580304,1.0059484467944482,1.0013218770654329,0.0,1.0066093853271645,1.007270323859881,1.0409781890284204,1.021810971579643,1.0270984798413747
2892,Stanlake Road,1875000,House,2618,5,5,5,,London,W12 7HG,51.5082734,-0.2279612,POINT (523075.6426734728 180304.1769744755),1898,1899,E01001946,Hammersmith and Fulham 004D,Hammersmith and Fulham 004D,123659.46243,2192.95023,1.008998200359928,1.005998800239952,1.0143971205758848,1.002999400119976,1.0023995200959808,1.011997600479904,1.0017996400719855,1.0257948410317936,1.0185962807438513,1.038392321535693
2893,Bridge Street,2100000,House,2139,5,5,5,Chiswick,London,W4 5UF,51.49386399999999,-0.2638293,POINT (520624.5852524139 178642.1243719985),6941,31760,E01032573,Hounslow 029E,Hounslow 029E,223526.315789,3296.36118,1.0151250727166958,1.0255962769051774,1.0116346713205353,1.002326934264107,1.0017452006980803,1.0279232111692844,1.0098894706224548,1.1343804537521816,1.0523560209424083,1.0471204188481675
2894,Abbey Lodge,3750000,Flat / Apartment,2315,4,4,4, St John's Wood,London,NW8 7RJ,51.5279993,-0.1645394,POINT (527421.7468245476 182606.2430140586),4606,4607,E01004727,Westminster 008D,Westminster 008D,1131599.939834,5817.127862,1.0132055929570172,1.0059554634904195,1.0176074572760228,1.0007767995857069,1.001294665976178,1.0145002589331953,1.0075090626618333,1.0838943552563438,1.0088037286380114,1.028482651475919
2895,Blomfield Road,2450000,Flat / Apartment,1289,2,2,2,Little Venice,London,W9 2PD,51.5219272,-0.1846331,POINT (526044.713513658 181896.2261263212),4583,4584,E01004703,Westminster 007B,Westminster 007B,207406.909392,2358.613517,1.0069204152249136,1.0062283737024222,1.0100346020761246,1.001038062283737,1.001038062283737,1.0062283737024222,1.0069204152249136,1.0269896193771626,1.0183391003460207,1.0294117647058822
2896,Arena Tower,498000,Flat / Apartment,554,1,1,1, Canary Wharf,London,E14 9TA,51.4977219,-0.0155446,POINT (537847.8589782722 179509.1228038383),4114,4115,E01004215,Tower Hamlets 028A,Tower Hamlets 028A,300936.88981,3619.555264,1.0138364779874214,1.0132075471698114,1.0106918238993712,1.0018867924528303,1.00083857442348,1.0171907756813416,1.0044025157232706,1.039622641509434,1.0234800838574423,1.049895178197065
2897,Oxborough House,590000,Flat / Apartment,795,2,2,2,33 Eltringham Street,London,SW18 1GS,51.4620448,-0.1840304,POINT (526251.7137529845 175238.1045399642),4427,4428,E01004538,Wandsworth 007C,Wandsworth 007C,114561.7429,1784.279912,1.0076301615798924,1.0139138240574506,1.011669658886894,1.001346499102334,0.0,1.0049371633752244,1.0008976660682227,1.0139138240574506,1.0080789946140036,1.0350089766606823
2898,Clerkenwell Road,900000,Flat / Apartment,756,2,2,2,,London,EC1M 5PY,51.5225922,-0.09887939999999999,POINT (531991.8057585635 182121.2500604541),7074,32583,E01033489,Islington 022G,Islington 022G,92813.800014,1897.416755,1.0029173419773096,1.0152350081037278,1.0038897893030794,1.00097244732577,1.00032414910859,1.006807131280389,1.0025931928687195,1.053484602917342,1.006158833063209,1.0223662884927067
2899,Cranley Gardens,1195000,Flat / Apartment,850,1,1,1,,London,SW7 3DD,51.4900791,-0.1796617,POINT (526477.6809674768 178363.153780929),2772,2773,E01002837,Kensington and Chelsea 016E,Kensington and Chelsea 016E,63578.129345,1345.486808,1.0022058823529412,1.0095588235294117,1.000735294117647,0.0,0.0,1.0044117647058823,1.0014705882352941,1.0102941176470588,1.0227941176470587,1.0102941176470588
2900,Courtfield Gardens,2195000,Flat / Apartment,1268,2,2,2,,London,SW5 0PD,51.4924932,-0.189808,POINT (525766.6658410837 178614.1456795181),2769,2770,E01002834,Kensington and Chelsea 013B,Kensington and Chelsea 013B,61114.150859,1450.53967,1.0038910505836576,1.0116731517509727,1.0123216601815823,1.0012970168612192,1.0012970168612192,1.0084306095979247,1.0038910505836576,1.0155642023346303,1.0201037613488975,1.0369649805447472
2901,Bassein Park Road,2400000,House,3029,6,6,6,,London,W12 9RZ,51.50176860000001,-0.2457056,POINT (521861.6101543769 179551.1471624163),1880,1881,E01001927,Hammersmith and Fulham 008C,Hammersmith and Fulham 008C,199822.144448,2306.96462,1.004864489228631,1.0104239054899236,1.0013898540653232,1.0,1.0006949270326615,1.0041695621959694,1.003474635163308,1.0132036136205698,1.0264072272411398,1.0083391243919388
2902,Park Mansions,850000,Flat / Apartment,975,3,3,3, Battersea,London,SW11 4HQ,51.4745399,-0.1629425,POINT (527681.7180901413 176664.1338855838),4449,4450,E01004560,Wandsworth 001A,Wandsworth 001A,695555.131704,5079.876441,1.0059687786960514,1.0091827364554637,1.0142332415059687,1.0013774104683195,1.0,1.0128558310376492,1.0188246097337006,1.0459136822773187,1.0431588613406795,1.044077134986226
2903,Palace Road,4250000,House,6632,7,7,7,East Molesey,Surrey,KT8 9DN,51.4043856,-0.3508409,POINT (514808.4839040243 168551.9894558089),6356,29548,E01030329,Elmbridge 002D,Elmbridge 002D,422664.44232,4000.195691,,,,,,,,,,
2904,Manor House,1025000,Flat / Apartment,1070,3,3,3, Marylebone,London,NW1 5NP,51.52119750000001,-0.1648995,POINT (527415.73835572 181849.2275122618),7115,32679,E01033603,Westminster 009I,Westminster 009I,48451.367392,1147.385341,1.0152015862524786,1.0152015862524786,1.0178453403833443,1.0019828155981494,1.0013218770654329,1.0204890945142102,1.004626569729015,1.0436219431592861,1.009914077990747,1.0786516853932584
2905,Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD,51.5245659,-0.1623566,POINT (527582.7439739959 182228.2347823104),4544,4545,E01004659,Westminster 008A,Westminster 008A,112618.751172,1506.309257,1.0068434559452524,1.0038494439692045,1.0098374679213002,1.0008554319931566,1.0012831479897348,1.0115483319076133,1.0029940119760479,1.0226689478186484,1.011120615911035,1.0201026518391787
2906,Charlwood Road,1950000,House,2158,3,3,3,Putney,London,SW15 1PW,51.46395529999999,-0.2206807,POINT (523700.6461756371 175388.0691151745),4493,4494,E01004607,Wandsworth 006D,Wandsworth 006D,172394.347208,2263.447095,1.003899721448468,1.0133704735376046,1.0011142061281337,0.0,0.0,1.004456824512535,1.0022284122562675,1.0133704735376046,1.0206128133704735,1.0167130919220055
2907,Corinthia Residences,8950000,New development,2956,3,3,3,10 Whitehall Place,London,SW1A 2BD,51.5062546,-0.1252818,POINT (530206.7605818759 180257.1951323217),4615,4616,E01004736,Westminster 018C,Westminster 018C,1192057.407828,7331.981283,1.0839907192575406,1.048723897911833,1.1809744779582367,1.0092807424593968,1.0185614849187936,1.1406032482598607,1.1299303944315546,1.8120649651972158,1.0937354988399073,1.4278422273781903
2908,Crane Grove,799950,House,686,2,2,2,,London,N7 8LE,51.54661,-0.1065606,POINT (531389.8224460471 184778.2988759338),2730,2731,E01002795,Islington 013D,Islington 013D,176925.199996,2185.360663,1.0200534759358288,1.0236185383244207,1.0196078431372548,1.0031194295900179,1.0035650623885919,1.0298573975044563,1.0267379679144386,1.146613190730838,1.0200534759358288,1.0864527629233511
2909,Lansdowne Drive,1295000,House,1364,3,3,3,Hackney,London,E8 3ER,51.541355,-0.0639908,POINT (534356.8748062572 184271.1879893584),1771,1772,E01001816,Hackney 020D,Hackney 020D,135288.97846,1847.210494,1.0114803625377644,1.0102719033232628,1.017522658610272,1.0006042296072508,1.0030211480362539,1.0102719033232628,1.0102719033232628,1.0465256797583082,1.0302114803625377,1.0477341389728096
2910,Winterdown Road,775000,House,1149,2,2,2,Esher,Surrey,KT10 8LJ,51.3631109,-0.3812672,POINT (512793.5536642023 163914.8792742006),6336,29528,E01030309,Elmbridge 013C,Elmbridge 013C,5219657.775412,11468.039256,,,,,,,,,,
2911,Dartmouth Terrace,410000,Flat / Apartment,547,1,1,1,Blackheath,London,SE10 8AX,51.4719767,-0.0066123,POINT (538545.7945960108 176663.0709952575),3136,3137,E01003204,Lewisham 007C,Lewisham 007C,255353.544267,2693.126346,1.0046403712296983,1.0069605568445477,1.004060324825986,1.001740139211137,1.0005800464037122,1.005800464037123,1.0005800464037122,1.0081206496519721,1.009860788863109,1.0574245939675173
2912,Embassy Works,625000,Flat / Apartment,541,1,1,1,10-12 Lawn Lane,London,SW8 1UD,51.4838897,-0.1219073,POINT (530504.7498739893 177776.1521699752),3035,3036,E01003102,Lambeth 004A,Lambeth 004A,168842.739776,2094.891717,1.0141921397379912,1.0240174672489082,1.027292576419214,1.0038209606986899,1.002183406113537,1.0311135371179039,1.0141921397379912,1.1282751091703056,1.0114628820960698,1.0889737991266375
2913,Dance Square,650000,Flat / Apartment,571,1,1,1,,London,EC1V 3AN,51.5258796,-0.0975314,POINT (532075.8140339348 182489.2501656956),2642,2643,E01002703,Islington 023C,Islington 023C,85878.188388,1628.73161,1.0079710144927536,1.0105072463768117,1.0036231884057971,1.0003623188405797,1.001086956521739,1.0119565217391304,1.0028985507246377,1.0257246376811595,1.0108695652173914,1.0358695652173913
2914,Beacon Tower,595000,Flat / Apartment,735,2,2,2,1 Spectrum Way,London,SW18 4GL,51.4561776,-0.1971893,POINT (525353.6948725597 174563.0677665095),4487,4488,E01004600,Wandsworth 018C,Wandsworth 018C,125916.5394,1828.093876,1.0179573512906845,1.02020202020202,1.0127197904975682,1.003741114852226,1.0014964459408904,1.029554807332585,1.009352787130565,1.131687242798354,1.0198279087167976,1.0931537598204264
2915,Tamarind Court,2650000,New development,1191,2,2,2,Stone Hall Gardens,London,W8 5UP,51.4978846,-0.1912799,POINT (525649.6751292147 179211.1659087404),2747,2748,E01002812,Kensington and Chelsea 013A,Kensington and Chelsea 013A,90364.739671,1416.52203,1.0050454086781029,1.0110998990918265,1.0045408678102927,0.0,1.0005045408678104,1.0060544904137234,1.0010090817356205,1.0181634712411705,1.014127144298688,1.031281533804238
2916,Wandsworth Common West Side,2500000,House,2882,6,6,6,Wandsworth,London,SW18 2ED,51.4545179,-0.1811336,POINT (526473.725552263 174406.0817837077),4513,4514,E01004627,Wandsworth 019F,Wandsworth 019F,109605.328911,1329.18472,1.0029222676797194,1.0140268848626535,1.0023378141437755,1.0011689070718879,0.0,1.005844535359439,1.0040911747516073,1.0169491525423728,1.0233781414377556,1.0181180596142607
2917,Queenstown Road,950000,House,1661,4,4,4,Battersea,London,SW8 3QD,51.4727604,-0.1487152,POINT (528674.741959213 176491.1318963714),4452,4453,E01004564,Wandsworth 002D,Wandsworth 002D,383566.275446,3813.343664,1.0078081427774679,1.014500836586726,1.0066926938092582,1.0011154489682097,1.0005577244841048,1.007250418293363,1.0016731734523145,1.0284439486893475,1.0345789180145009,1.037367540435025
2918,Fladgate House,820000,New development,797,1,1,1,,4 Circus Road West,SW11 8EU,51.4820037,-0.1463681,POINT (528811.721545059 177523.1398189759),7039,32283,E01033132,Wandsworth 002H,Wandsworth 002H,264296.476031,3083.164568,1.0067322630761264,1.0067322630761264,1.0036250647332987,1.0010357327809425,1.0005178663904712,1.0113930605903676,1.0025893319523562,1.0326255825996893,1.0077679958570689,1.0450543759709994
2919,Heath Rise,1225000,Flat / Apartment,2056,3,3,3, Putney,London,SW15 3HF,51.45447910000001,-0.2166734,POINT (524004.6600203801 174341.0499039101),4394,4395,E01004505,Wandsworth 014D,Wandsworth 014D,197437.415969,2460.048903,1.001729106628242,1.0207492795389048,1.0011527377521614,1.0011527377521614,1.0005763688760807,1.001729106628242,1.001729106628242,1.0097982708933717,1.013256484149856,1.0115273775216138
2920,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL,51.5134647,-0.1974363,POINT (525179.6884752375 180933.2003381679),2821,2822,E01002886,Kensington and Chelsea 006E,Kensington and Chelsea 006E,123241.213552,1868.853875,1.0034387895460797,1.0213204951856947,1.0034387895460797,1.0,0.0,1.0041265474552958,1.0027510316368637,1.0508940852819808,1.0254470426409903,1.0192572214580469
2921,The Woodlands,1000000,House,1666,3,3,3,Esher,Surrey,KT10 8DD,51.38164099999999,-0.3571181,POINT (514428.5618804932 166012.8838551512),6396,29588,E01030369,Elmbridge 009D,Elmbridge 009D,787161.3991,4706.089006,,,,,,,,,,
2922,Holroyd Road,2295000,House,2899,4,4,4,Putney,London,SW15 6LN,51.4604673,-0.2260994,POINT (523333.6468807732 174991.0587154696),4526,4527,E01004640,Wandsworth 011D,Wandsworth 011D,167590.141722,2084.426598,1.0052234474753337,1.0156703424260012,0.0,1.0017411491584445,1.0,1.0011607661056297,1.0005803830528148,1.0104468949506675,1.0139291932675565,1.0150899593731864
2923,Campden Hill Court,5000000,Flat / Apartment,2248,4,4,4,Campden Hill Road,London,W8 7HX,51.5031956,-0.1963,POINT (525286.675277966 179793.1738670999),2760,2761,E01002825,Kensington and Chelsea 008B,Kensington and Chelsea 008B,191821.934,2990.691095,1.0054372451291347,1.010421386497508,1.0036248300860897,1.0004531037607611,0.0,1.0031717263253286,1.0013593112822836,1.033982782057091,1.0176710466696874,1.0240144993203444
2924,Campion Road,2895000,House,3414,6,6,6,Putney,London,SW15 6NN,51.4603839,-0.2283195,POINT (523179.6466336136 174978.0512417346),4524,4525,E01004638,Wandsworth 011B,Wandsworth 011B,269979.282979,3507.684658,1.0060524546065905,1.019502353732347,1.0013449899125757,1.0,1.0006724949562877,1.0013449899125757,1.0033624747814391,1.0087424344317417,1.0262273032952254,1.0060524546065905
2925,Rutland Gate,1000000,Flat / Apartment,728,2,2,2,,London,SW7 1BH,51.5012209,-0.1675324,POINT (527288.7044666056 179623.1714319256),4572,4573,E01004692,Westminster 019F,Westminster 019F,149106.825497,2569.682754,1.0097365406643757,1.0051546391752577,1.0057273768613975,1.0017182130584192,0.0,1.0040091638029782,1.002290950744559,1.0194730813287514,1.0206185567010309,1.0303550973654065
2926,Highbury New Park,625000,Flat / Apartment,825,2,2,2,,London,N5 2DJ,51.5516586,-0.0912774,POINT (532434.8378932211 185367.261646013),2716,2717,E01002781,Islington 012D,Islington 012D,89857.170471,1678.348355,1.0096587250482936,1.0115904700579523,1.0077269800386348,1.0006439150032196,1.0025756600128783,1.004507405022537,1.0070830650354152,1.0251126851255634,1.0173857050869286,1.0296200901481005
2927,Freeland Road,3000000,House,4088,6,6,6,Ealing,London,W5 3HR,51.513018,-0.2901521,POINT (518747.5776248545 180729.1494443844),1215,1216,E01001234,Ealing 027B,Ealing 027B,301607.211666,3347.727302,1.0140117994100295,1.0184365781710913,1.0213864306784661,1.0029498525073746,1.0029498525073746,1.0103244837758112,1.0081120943952802,1.025811209439528,1.056047197640118,1.0545722713864307
2928,Edge Hill,3950000,New development,4438,5,5,5,Wimbledon,London,SW19 4NP,51.4184192,-0.2232543,POINT (523644.6898468276 170319.9506600673),3330,3331,E01003404,Merton 004D,Merton 004D,213751.977204,2685.01305,1.0016366612111294,1.0081833060556464,1.0016366612111294,1.0010911074740863,1.0005455537370431,1.0032733224222585,1.0005455537370431,1.0087288597926896,1.0060010911074742,1.0141843971631206
2929,Gorst Road,2999000,House,3295,6,6,6,,London,SW11 6JE,51.4525989,-0.164744,POINT (527617.7562239582 174221.0875345459),4448,4449,E01004559,Wandsworth 015D,Wandsworth 015D,177421.913896,2252.906484,1.002035278154681,1.005427408412483,0.0,1.0013568521031209,0.0,1.0027137042062415,1.002035278154681,1.0094979647218454,1.0149253731343284,1.0094979647218454
2930,Gloucester Street,965000,Flat / Apartment,925,2,2,2,Pimlico,London,SW1V 2DB,51.4903088,-0.1404278,POINT (529200.721579175 178457.1530352328),4631,4632,E01004752,Westminster 022D,Westminster 022D,35537.169038,1008.323629,1.0082281952825014,1.0076796489303346,1.0027427317608337,1.0005485463521668,1.0016456390565003,1.0104223806911683,0.0,1.0252331321996708,1.0054854635216677,1.061437191442677
2931,Byfeld Gardens,2000000,House,2127,4,4,4,Barnes,London,SW13 9HP,51.4759417,-0.2408932999999999,POINT (522264.6164633951 176687.0911723526),3712,3713,E01003797,Richmond upon Thames 001A,Richmond upon Thames 001A,426420.942077,4492.651407,1.003523608174771,1.0063424947145878,1.0014094432699083,1.003523608174771,0.0,0.0,1.0007047216349543,1.014094432699084,1.0274841437632136,1.0133897110641297
2932,Montagu Mews West,5000000,House,2332,4,4,4,,Marylebone,W1H 2EE,51.5173062,-0.159896,POINT (527773.7351866046 181425.2159206866),4542,4543,E01004657,Westminster 012A,Westminster 012A,123551.851385,2110.424445,1.0116279069767442,1.0354651162790698,1.0087209302325582,1.0017441860465117,0.0,1.0180232558139535,1.0093023255813953,1.1186046511627907,1.088953488372093,1.0494186046511629
2933,Marryat Place,3450000,New development,3802,5,5,5,Wimbledon,London,SW19 5BL,51.4302962,-0.2142196,POINT (524240.6956674404 171655.9803786157),3391,3392,E01003465,Merton 002D,Merton 002D,615768.081004,5244.933137,1.001670843776107,1.0133667502088555,1.0075187969924813,1.001670843776107,0.0,1.0058479532163742,1.0033416875522139,1.0041771094402674,1.0250626566416041,1.0175438596491229
2934,Callow Street,895000,Flat / Apartment,555,1,1,1,,London,SW3 6BJ,51.4863003,-0.1789624,POINT (526536.6803463968 177944.1441933891),2846,2847,E01002911,Kensington and Chelsea 019D,Kensington and Chelsea 019D,121685.912932,2472.099068,1.0097421203438395,1.0154727793696274,1.0045845272206304,0.0,1.0011461318051575,1.0154727793696274,1.005730659025788,1.056160458452722,1.0687679083094557,1.0361031518624642
2935,Oxshott,5000000,House,7879,6,6,6,,Surrey,KT22 0QB,51.34219419999999,-0.3528565,POINT (514823.6323684062 161632.8997407269),6369,29561,E01030342,Elmbridge 018B,Elmbridge 018B,6119256.407173,14831.468587,,,,,,,,,,
2936,Stanley Grove,1095000,House,1256,4,4,4,,London,SW8 3PB,51.4683079,-0.1509255,POINT (528533.7436219181 175992.1214804483),4453,4454,E01004565,Wandsworth 005A,Wandsworth 005A,87046.988083,1512.47226,1.0107655502392345,1.0083732057416268,1.0047846889952152,1.0011961722488039,0.0,1.007177033492823,1.0017942583732058,1.0173444976076556,1.0173444976076556,1.0263157894736843
2937,West Eaton Place Mews,5650000,House,2753,4,4,4,Belgravia,London,SW1X 8LY,51.4949687,-0.1559123,POINT (528112.7122784248 178948.1585311118),2798,2799,E01002863,Kensington and Chelsea 012E,Kensington and Chelsea 012E,125340.703653,1824.976933,1.0065312046444121,1.011611030478955,1.0058055152394776,1.0007256894049348,0.0,1.0058055152394776,1.0079825834542815,1.025399129172714,1.039187227866473,1.0203193033381712
2938,Foyle Road,2820000,New development,3900,5,5,5,Blackheath,London,SE3 7RH,51.4813931,0.0096695,POINT (539647.7891329187 177741.0924200796),1561,1562,E01001585,Greenwich 016B,Greenwich 016B,182870.456708,3511.16894,1.0110041265474552,1.0089408528198074,1.0013755158184319,0.0,0.0,1.0027510316368637,1.0034387895460797,1.0096286107290233,1.0254470426409903,1.0220082530949106
2939,Worple Avenue,2250000,House,2835,5,5,5,Wimbledon,London,SW19 4JQ,51.4158723,-0.2201604,POINT (523866.6911582519 170041.9476080475),3325,3326,E01003399,Merton 011D,Merton 011D,128960.783082,1771.730684,1.0029498525073746,1.0081120943952802,1.002212389380531,0.0,0.0,1.0058997050147493,1.0014749262536873,1.0058997050147493,1.0140117994100295,1.0140117994100295
2940,Speldhurst Road,1450000,House,1667,4,4,4,South Hackney,London,E9 7EH,51.5391017,-0.0468682,POINT (535550.8962224433 184052.1772206394),1796,1797,E01001843,Hackney 023E,Hackney 023E,73730.751364,1440.334118,1.0037593984962405,1.0105263157894737,1.006015037593985,0.0,1.000751879699248,1.0082706766917293,1.0015037593984963,1.0082706766917293,1.0142857142857142,1.0481203007518798
2941,City Road,700000,Flat / Apartment,997,2,2,2,,London,EC1V 2NR,51.52633789999999,-0.08811279999999999,POINT (532727.8205765192 182557.244166801),2640,2641,E01002701,Islington 023A,Islington 023A,83127.639309,1352.451702,1.0084033613445378,1.0105042016806722,1.0105042016806722,1.0005252100840336,1.0005252100840336,1.0152310924369747,1.0052521008403361,1.0850840336134453,1.0105042016806722,1.0430672268907564
2942,Exchange Building,1850000,Penthouse,1836,2,2,2, Spitalfields,London,E1 6NQ,51.5209482,-0.0747454,POINT (533670.8338629766 181982.2074705186),4199,4200,E01004307,Tower Hamlets 015B,Tower Hamlets 015B,211749.503334,2863.779594,1.0120680197476686,1.0186505759736697,1.0164563905650028,1.0016456390565003,1.0016456390565003,1.0137136588041689,1.0060340098738343,1.1390565002742732,1.0126165660998354,1.03976961053209
2943,Doughty Street,3000000,House,3325,7,7,7,Bloomsbury,London,WC1N 2AA,51.5245127,-0.1170355,POINT (530726.7859538755 182302.2485846251),918,919,E01000936,Camden 024A,Camden 024A,87824.074293,1481.967121,1.006223073240785,1.0038295835327908,1.015797032072762,1.0009573958831977,1.0014360938247966,1.0105313547151746,1.003350885591192,1.0301579703207275,1.006223073240785,1.0335088559119197
2944,Boundaries Road,1525000,House,2232,5,5,5,,London,SW12 8HG,51.441373,-0.1616829,POINT (527861.7665674225 172978.068763109),4436,4437,E01004547,Wandsworth 029C,Wandsworth 029C,115754.041178,2391.103632,1.0078014184397164,1.0106382978723405,1.001418439716312,0.0,0.0,1.0049645390070923,1.001418439716312,1.0120567375886524,1.0127659574468084,1.026950354609929
2945,Hatton Wall,1350000,Penthouse,1117,2,2,2,Clerkenwell,London,EC1N 8JJ,51.5212521,-0.1094437,POINT (531262.7903455477 181953.2384081302),898,899,E01000916,Camden 027B,Camden 027B,147688.472839,2095.121582,1.0094768764215314,1.0242608036391205,1.0090978013646703,1.0011372251705837,1.0007581501137226,1.0121304018195603,1.0090978013646703,1.1046247156937075,1.0284306292645944,1.0458680818802122
2946,Dallington Street,625000,Flat / Apartment,636,1,1,1,Clerkenwell,London,EC1V 0DB,51.5244808,-0.1011073,POINT (531831.8018978273 182327.2554595095),7074,32583,E01033489,Islington 022G,Islington 022G,92813.800014,1897.416755,1.0029173419773096,1.0152350081037278,1.0038897893030794,1.00097244732577,1.00032414910859,1.006807131280389,1.0025931928687195,1.053484602917342,1.006158833063209,1.0223662884927067
2947,Marville Road,1650000,House,1576,4,4,4,Fulham,London,SW6 7BB,51.4790155,-0.205751,POINT (524696.6575562444 177088.1235158067),1854,1855,E01001901,Hammersmith and Fulham 019B,Hammersmith and Fulham 019B,83175.860226,1671.746686,1.0041224970553593,1.0094228504122498,1.0023557126030624,1.0017667844522968,0.0,1.0041224970553593,1.0011778563015312,1.0117785630153122,1.0206124852767962,1.0265017667844523
2948,Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB,51.5392922,-0.1449778,POINT (528746.7793884473 183896.2789769733),845,846,E01000863,Camden 021A,Camden 021A,163270.060968,2318.835053,1.0284573140289566,1.037943085371942,1.089865202196705,1.0074887668497254,1.0064902646030953,1.0883674488267598,1.0464303544682976,1.420868696954568,1.0219670494258613,1.2306540189715427
2949,Telford Terrace,1625000,House,1372,4,4,4,,London,SW1V 3AE,51.4856397,-0.1425766,POINT (529064.7224426719 177934.1466652583),4552,4553,E01004668,Westminster 023D,Westminster 023D,55207.852554,1342.340478,1.0041766109785202,1.0071599045346062,1.0047732696897376,1.0011933174224343,1.0005966587112172,1.006563245823389,1.0011933174224343,1.0089498806682577,1.0107398568019093,1.0381861575178997
2950,The Drive,1000000,House,1528,4,4,4,,Northwood,HA6 1HW,51.6028816,-0.4212459000000001,POINT (509435.4697436704 190518.3543113225),2422,2423,E01002474,Hillingdon 002B,Hillingdon 002B,925557.640656,6258.438001,1.008249852681202,1.00530347672363,1.0035356511490867,1.0023571007660577,1.0,1.0058927519151444,0.0,1.0047142015321155,1.0176782557454331,1.0235710076605775
